period_label,period_start,period_end,counterparty_raw,legal_entity,brand,store_location_raw,city_or_area,contract_raw,contract_number,contract_date,payment_doc_raw,payment_doc_number,payment_date,amount,source_file,source_file_path,source_file_hash,source_sheet,source_row_number,source_column
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Богородицк, ул. Защитная, д. 10",Торгсервис 71 ООО,Светофор,"г. Богородицк, ул. Защитная, д. 10",г. Богородицк,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 4158 от 08.09.2025,4158,2025-09-08,14897.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,282,08.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Донской, мкр.Северо-Задонск, ул. Мичурина, д.1",Торгсервис 71 ООО,Светофор,"г. Донской, мкр.Северо-Задонск, ул. Мичурина, д.1",г. Донской,ТС-71/2025-6 от 20.11.2024,ТС-71/2025-6,2024-11-20,Поступление на расчетный счет № 3360 от 08.09.2025,3360,2025-09-08,3091.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,878,08.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Ефремов, ул. Горького, д.17",Торгсервис 71 ООО,Светофор,"г. Ефремов, ул. Горького, д.17",г. Ефремов,ТС71/2025-6 от 20.11.2024,ТС71/2025-6,2024-11-20,Поступление на расчетный счет № 3344 от 08.09.2025,3344,2025-09-08,6867.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,64,08.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Киреевск, ул. Геологов, д. 1А",Торгсервис 71 ООО,Светофор,"г. Киреевск, ул. Геологов, д. 1А",г. Киреевск,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 4262 от 08.09.2025,4262,2025-09-08,22527.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,167,08.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Новомосковск, ул. Трудовые Резервы, д. 55",Торгсервис 71 ООО,Светофор,"г. Новомосковск, ул. Трудовые Резервы, д. 55",г. Новомосковск,ТС 71/2025-6 от 20.11.2024,ТС 71/2025-6,2024-11-20,Поступление на расчетный счет № 3023 от 08.09.2025,3023,2025-09-08,18657.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,123,08.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Орёл, Кромской пр-зд,д.16",Торгсервис 71 ООО,Светофор,"г. Орёл, Кромской пр-зд,д.16",г. Орёл,ТС 71/2025-6 от 20.11.2024,ТС 71/2025-6,2024-11-20,Поступление на расчетный счет № 3194 от 08.09.2025,3194,2025-09-08,11439.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,571,08.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Плавск, ул. Островского, д.7",Торгсервис 71 ООО,Светофор,"г. Плавск, ул. Островского, д.7",г. Плавск,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 3462 от 08.09.2025,3462,2025-09-08,16277.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,272,08.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Тула, п. Петровский, ул. Парковая, д. 7А",Торгсервис 71 ООО,Светофор,"г. Тула, п. Петровский, ул. Парковая, д. 7А",г. Тула,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 3439 от 08.09.2025,3439,2025-09-08,6741.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,422,08.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор, г. Суворов, ул. Чайковского, д. 14А",Торгсервис 71 ООО,Светофор,"г. Суворов, ул. Чайковского, д. 14А",г. Суворов,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 2938 от 08.09.2025,2938,2025-09-08,2635.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,516,08.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО магазин Светофор г. Болхов, 2-й Войковский пер, д.4а","Торгсервис 71 ООО магазин Светофор г. Болхов, 2-й Войковский пер, д.4а",,,,ТС 71/2025-6 от 20.11.2024,ТС 71/2025-6,2024-11-20,Поступление на расчетный счет № 2289 от 08.09.2025,2289,2025-09-08,12063.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,750,08.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торсервис 71 ООО Магазин Светофор, Орловская обл., пгт Верховье, ул. Ленина, д. 76г",Торсервис 71 ООО,Светофор,"Орловская обл., пгт Верховье, ул. Ленина, д. 76г",пгт Верховье,ТС 71/2025-6 от 20.11.2024,ТС 71/2025-6,2024-11-20,Поступление на расчетный счет № 3113 от 08.09.2025,3113,2025-09-08,9667.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,629,08.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Восторг 76 ООО Магазин Маяк Брянская обл., п. Путевка, ул. Рославльская, д.1а/1",Восторг 76 ООО,Маяк,"Брянская обл., п. Путевка, ул. Рославльская, д.1а/1",,36/ВС от 20.09.2023,36/ВС,2023-09-20,Поступление на расчетный счет № 9054 от 10.09.2025,9054,2025-09-10,2229.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,487,10.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Восторг 76 ООО Магазин Маяк, Тульская обл., Ленинский р-н, п. Петровский, ул. Парковая , д.7",Восторг 76 ООО,Маяк,"Тульская обл., Ленинский р-н, п. Петровский, ул. Парковая , д.7",,36/ВС от 20.09.2023,36/ВС,2023-09-20,Поступление на расчетный счет № 7958 от 10.09.2025,7958,2025-09-10,9391.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,227,10.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 150 ООО Магазин Светофор г. Москва Щаповское п, Троицкое. д. 2в",Торгсервис 150 ООО,Светофор,"г. Москва Щаповское п, Троицкое. д. 2в",г. Москва Щаповское п,ТС150/25-241 ПМСК от 31.12.2024,ТС150/25-241 ПМСК,2024-12-31,Поступление на расчетный счет № 2622 от 10.09.2025,2622,2025-09-10,18260.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,535,10.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 150 ООО Магазин Светофор г. Раменское, д. Юрово, ул. Центральная стр.1/1. пом.1",Торгсервис 150 ООО,Светофор,"г. Раменское, д. Юрово, ул. Центральная стр.1/1. пом.1",г. Раменское,ТС150/25-241 МПСК от 21.12.2024,ТС150/25-241 МПСК,2024-12-21,Поступление на расчетный счет № 3312 от 10.09.2025,3312,2025-09-10,31440.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,133,10.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 150 ООО Магазин Светофор, МО г. Ивантеевка, Фабричный пр., д.1, стр.1",Торгсервис 150 ООО,Светофор,"МО г. Ивантеевка, Фабричный пр., д.1, стр.1",г. Ивантеевка,ТС 150/25-241 ПМСК от 31.12.2024,ТС 150/25-241 ПМСК,2024-12-31,Поступление на расчетный счет № 2888 от 10.09.2025,2888,2025-09-10,19450.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,621,10.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 50 ООО Магазин Светофор Москва п.Первомайское , квл.109, 3/1",Торгсервис 50 ООО,Светофор,"Москва п.Первомайское , квл.109, 3/1",,ТС50/25-241 ПМСК от 31.12.2024,ТС50/25-241 ПМСК,2024-12-31,Поступление на расчетный счет № 2914 от 10.09.2025,2914,2025-09-10,19230.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,149,10.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 50 ООО Магазин Светофор г. Москва, ул. 6я Радиальная, д.15/1",Торгсервис 50 ООО,Светофор,"г. Москва, ул. 6я Радиальная, д.15/1",г. Москва,ТС50/25-241 ПМСК от 31.12.2024,ТС50/25-241 ПМСК,2024-12-31,Поступление на расчетный счет № 3057 от 10.09.2025,3057,2025-09-10,3570.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,565,11.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор ТО,рп. Одоев, ул. 50 лет Октября",Торгсервис 71 ООО,Светофор,"ТО,рп. Одоев, ул. 50 лет Октября",рп. Одоев,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 4058 от 10.09.2025,4058,2025-09-10,3956.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,84,10.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Белев, ул. Спортивная, д. 43А",Торгсервис 71 ООО,Светофор,"г. Белев, ул. Спортивная, д. 43А",г. Белев,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 3850 от 10.09.2025,3850,2025-09-10,6410.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,331,10.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Мценск, ул. Тургенева, д.133",Торгсервис 71 ООО,Светофор,"г. Мценск, ул. Тургенева, д.133",г. Мценск,ТС 71/2025-6 от 20.11.2024,ТС 71/2025-6,2024-11-20,Поступление на расчетный счет № 3497 от 10.09.2025,3497,2025-09-10,5928.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,349,10.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Орёл, ул.Лескова, д.19А",Торгсервис 71 ООО,Светофор,"г. Орёл, ул.Лескова, д.19А",г. Орёл,ТС 71/2025-6 от 20.11.2024,ТС 71/2025-6,2024-11-20,Поступление на расчетный счет № 3190 от 10.09.2025,3190,2025-09-10,12696.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,579,10.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Ясногорск, пер. Комсомольский, д.8",Торгсервис 71 ООО,Светофор,"г. Ясногорск, пер. Комсомольский, д.8",г. Ясногорск,ТС71/2025-6 от 20.11.2024,ТС71/2025-6,2024-11-20,Поступление на расчетный счет № 2815 от 10.09.2025,2815,2025-09-10,10119.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,503,10.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 150 ООО Магазин Светофор г. Красногорск, ул. Жуковского, д.11",Торгсервис 150 ООО,Светофор,"г. Красногорск, ул. Жуковского, д.11",г. Красногорск,ТС 150/25-241 ПМСК от 31.12.2024,ТС 150/25-241 ПМСК,2024-12-31,Поступление на расчетный счет № 2556 от 12.09.2025,2556,2025-09-12,9520.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,725,12.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 150 ООО Магазин Светофор г. Москва, Юрловский проезд д.13",Торгсервис 150 ООО,Светофор,"г. Москва, Юрловский проезд д.13",г. Москва,ТС 150/25-241 ПМСК от 31.12.2024,ТС 150/25-241 ПМСК,2024-12-31,Поступление на расчетный счет № 3503 от 12.09.2025,3503,2025-09-12,24280.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,47,12.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 150 ООО Магазин Светофор г. Москва, пр-кт Лермонтовский, д. 19, к 2",Торгсервис 150 ООО,Светофор,"г. Москва, пр-кт Лермонтовский, д. 19, к 2",г. Москва,ТС150/25-241 ПМСК от 31.12.2024,ТС150/25-241 ПМСК,2024-12-31,Поступление на расчетный счет № 2663 от 12.09.2025,2663,2025-09-12,31540.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,212,12.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 150 ООО Магазин Светофор г. Одинцово, ул. Западная, стр. 1А",Торгсервис 150 ООО,Светофор,"г. Одинцово, ул. Западная, стр. 1А",г. Одинцово,ТС150/25-241 ПМСК от 31.12.2024,ТС150/25-241 ПМСК,2024-12-31,Поступление на расчетный счет № 3266 от 12.09.2025,3266,2025-09-12,26870.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,54,12.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 50 ООО Магазин Светофор г. Москва, ул.Первомайская, д. 110,кв.0, стр.1",Торгсервис 50 ООО,Светофор,"г. Москва, ул.Первомайская, д. 110,кв.0, стр.1",г. Москва,ТС-50/24-008МО2 от 09.02.2024,ТС-50/24-008МО2,2024-02-09,Поступление на расчетный счет № 2711 от 12.09.2025,2711,2025-09-12,8410.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,321,12.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Алексин, ул. Тульская, зд.141,к.1",Торгсервис 71 ООО,Светофор,"г. Алексин, ул. Тульская, зд.141,к.1",г. Алексин,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 3955 от 12.09.2025,3955,2025-09-12,12068.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,97,12.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Донской, ул. Октябрьская, д. 77А",Торгсервис 71 ООО,Светофор,"г. Донской, ул. Октябрьская, д. 77А",г. Донской,ТС-71/2025-6 от 20.11.2024,ТС-71/2025-6,2024-11-20,Поступление на расчетный счет № 2554 от 12.09.2025,2554,2025-09-12,12279.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,444,12.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Новомосковск, ул. Первомайская, д.83",Торгсервис 71 ООО,Светофор,"г. Новомосковск, ул. Первомайская, д.83",г. Новомосковск,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 2484 от 12.09.2025,2484,2025-09-12,22874.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,263,12.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Орёл, ул. Ростовская, зд.13",Торгсервис 71 ООО,Светофор,"г. Орёл, ул. Ростовская, зд.13",г. Орёл,ТС 71/2025-6 от 20.11.2024,ТС 71/2025-6,2024-11-20,Поступление на расчетный счет № 1884 от 12.09.2025,1884,2025-09-12,2964.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,819,12.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Тула, Веневское ш., д.6",Торгсервис 71 ООО,Светофор,"г. Тула, Веневское ш., д.6",г. Тула,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 3733 от 12.09.2025,3733,2025-09-12,2166.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,399,12.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Тула, ул. Скуратовская, д. 100А",Торгсервис 71 ООО,Светофор,"г. Тула, ул. Скуратовская, д. 100А",г. Тула,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 3989 от 12.09.2025,3989,2025-09-12,15416.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,111,13.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Узловая, ул. Заводская, д. 32, пом.2",Торгсервис 71 ООО,Светофор,"г. Узловая, ул. Заводская, д. 32, пом.2",г. Узловая,ТС 71/2025-6 от 20.11.2024,ТС 71/2025-6,2024-11-20,Поступление на расчетный счет № 2693 от 12.09.2025,2693,2025-09-12,8857.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,461,15.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор г. Щекино, ул. Энергетиков, д. 15",Торгсервис 71 ООО,Светофор,"г. Щекино, ул. Энергетиков, д. 15",г. Щекино,ТС-71/2024 от 29.01.2024,ТС-71/2024,2024-01-29,Поступление на расчетный счет № 3251 от 12.09.2025,3251,2025-09-12,6414.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,439,13.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор, Орловская обл., пгт Залегощь, ул.М. Горького , д. 49",Торгсервис 71 ООО,Светофор,"Орловская обл., пгт Залегощь, ул.М. Горького , д. 49",пгт Залегощь,ТС 71/2025-6 от 20.11.2024,ТС 71/2025-6,2024-11-20,Поступление на расчетный счет № 3173 от 12.09.2025,3173,2025-09-12,3567.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,524,12.09.25
Продажи по контрагентам (по оплате) за 3 квартал 2025 г.,2025-07-01,2025-09-30,"Торгсервис 71 ООО Магазин Светофор, Орловская обл., с. Плещеево, ул. Береговая, д. 10Г",Торгсервис 71 ООО,Светофор,"Орловская обл., с. Плещеево, ул. Береговая, д. 10Г",с. Плещеево,ТС 71/2025-6 от 20.11.2024,ТС 71/2025-6,2024-11-20,Поступление на расчетный счет № 2519 от 12.09.2025,2519,2025-09-12,9205.0,Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,Данные/Продажи по контрагентам (по оплате)/Продажи по контрагентам (по оплате) за 3 квартал 2025 г..xls,1a6366f2ccf6c89e15a24ad3765ea2bdcd97b07780dc0d9f6feaf00c9f405a30,Лист_1,600,12.09.25
